Den_ID	Year	Status	Species	Litter_ID	Comments
FOX151	2010	NR			
FOX152	2010	NR			
FOX153	2010	R	Arctic fox	2010_AF14	Litter (1 adult with 4-5 cubs) being moved constantly in area Camp2-Abitibi (only 1 cub seen in last den FOX153)
FOX201	2010	N	Arctic fox	2010_AF15	
FOX202	2010	NR			
FOX203	2010	NR			
FOX204	2010	NR			
FOX205	2010	NR			
FOX206	2010	NR			
FOX207	2010	N	Arctic fox	2010_AF16	
FOX208	2010	NR			
FOX305	2010	R	Arctic fox	2010_AF17	Cubs were already big when seen on FOX305; Natal den may have been FOX336 discovered in 2011 (and used by the same couple)
FOX307	2010	NR			
FOX309	2010	NR			
FOX317	2010	NR			
FOX319	2010	NR			
FOX322	2010	NR			
FOX323	2010	NR			
FOX324	2010	NR			
FOX325	2010	NR			
FOX334	2010	NR			
FOX335	2010	NR			
FOX001	2011	R	Arctic fox	2011_AF01	Litter split between natal den (FOX010) and FOX001 in early August
FOX002	2011	NR			
FOX003	2011	NR			
FOX004	2011	NR			
FOX005	2011	NR			
FOX006	2011	N	Arctic fox	2011_AF02	
FOX007	2011	NR			
FOX008	2011	NR			
FOX009	2011	N	Arctic fox	2011_AF03	
FOX010	2011	N	Arctic fox	2011_AF01	
FOX014	2011	N	Arctic fox	2011_AF04	
FOX015	2011	NR			
FOX016	2011	NR			
FOX018	2011	NR			
FOX019	2011	NR			
FOX020	2011	R	Arctic fox	2011_AF02	
FOX021	2011	NR			
FOX022	2011	NR			
FOX023	2011	NR			
FOX024	2011	N	Red fox	2011_RF01	Adult female = cross morph, male = cross morph (darker)
FOX025	2011	NR			
FOX026	2011	NR			
FOX027	2011	N	Arctic fox	2011_AF05	
FOX028	2011	NR			
FOX029	2011	NR			
FOX031	2011	NR			
FOX032	2011	NR			
FOX034	2011	NR			
FOX036	2011	NR			
FOX037	2011	NR			
FOX038	2011	NR			
FOX040	2011	NR			
FOX041	2011	NR			
FOX042	2011	N	Arctic fox	2011_AF06	
FOX043	2011	NR			
FOX044	2011	NR			
FOX101	2011	R	Arctic fox	2011_AF07	
FOX102	2011	NR			
FOX104	2011	N	Arctic fox	2011_AF08	
FOX105	2011	N	Arctic fox	2011_AF07	
FOX106	2011	N	Arctic fox	2011_AF09	
FOX107	2011	N	Arctic fox	2011_AF10	
FOX108	2011	N	Arctic fox	2011_AF11	
FOX109	2011	NR			
FOX110	2011	NR			
FOX111	2011	N	Arctic fox	2011_AF12	Tagged female seen nursing cubs; male on den with untagged adult. Seems like untagged adult is also nursing cubs (a female ?).
FOX112	2011	NR			
FOX113	2011	N	Arctic fox	2011_AF13	Male killed by local hunter during summer
FOX114	2011	N	Arctic fox	2011_AF14	May be a natal or rearing den (witn natal den unknown; possibly FOX126 were an untagged fox was seen during the June den visit)
FOX115	2011	N	Arctic fox	2011_AF15	
FOX116	2011	NR			
FOX117	2011	N	Arctic fox	2011_AF16	
FOX121	2011	NR			
FOX122	2011	N	Arctic fox	2011_AF17	
FOX123	2011	NR			
FOX124	2011	N	Arctic fox	2011_AF18	Litter probably moved to another den (unknown localization)
FOX125	2011	NR			
FOX126	2011	NR			
FOX127	2011	NR			
FOX128	2011	R	Arctic fox	2011_AF16	
FOX131	2011	N	Arctic fox	2011_AF19	
FOX132	2011	NR			
FOX133	2011	NR			
FOX134	2011	N	Arctic fox	2011_AF20	
FOX135	2011	R	Arctic fox	2011_AF13	Before the arrival of the cubs, another tagged couple was seen a few times on the den (the female was lactating when captured). Maybe they had a litter in unknown den.
FOX137	2011	N	Arctic fox	2011_AF21	Cubs seen with untagged adult on den (two other adults were tagged)
FOX139	2011	NR			
FOX140	2011	R	Arctic fox	2011_AF20	
FOX141	2011	NR			
FOX142	2011	N	Arctic fox	2011_AF22	
FOX143	2011	NR			
FOX144	2011	NR			
FOX145	2011	N	Arctic fox	2011_AF23	
FOX146	2011	N	Arctic fox	2011_AF25	Litter may have moved later to FOX102 : female (barking) seen on that den 2 times
FOX147	2011	R	Arctic fox	2011_AF08	
FOX148	2011	NR			
FOX149	2011	NR			
FOX150	2011	R	Arctic fox	2011_AF10	Litter split between FOX107 and FOX150
FOX151	2011	NR			
FOX152	2011	NR			
FOX153	2011	NR			
FOX201	2011	N	Arctic fox	2011_AF25	
FOX202	2011	NR			
FOX203	2011	NR			
FOX204	2011	NR			
FOX205	2011	N	Arctic fox	2011_AF26	
FOX206	2011	NR			
FOX207	2011	R	Arctic fox	2011_AF26	
FOX208	2011	NR			
FOX305	2011	NR			
FOX307	2011	NR			
FOX309	2011	NR			
FOX317	2011	NR			
FOX319	2011	NR			
FOX322	2011	N	Arctic fox	2011_AF27	Natal AND rearing den. Litter moved to FOX323, then back (or split) to FOX322, cubs were seen walking in the tundra between the two dens
FOX323	2011	R	Arctic fox	2011_AF27	
FOX324	2011	N	Arctic fox	2011_AF28	
FOX325	2011	NR			
FOX334	2011	NR			
FOX335	2011	NR			
FOX336	2011	R	Arctic fox	2011_AF22	
FOX001	2012	NR			
FOX002	2012	NR			
FOX003	2012	NR			
FOX004	2012	NR			
FOX005	2012	NR			
FOX006	2012	NR			
FOX007	2012	NR			
FOX008	2012	NR			
FOX009	2012	NR			
FOX010	2012	NR			
FOX014	2012	NR			
FOX015	2012	NR			
FOX016	2012	NR			
FOX018	2012	NR			
FOX019	2012	NR			
FOX020	2012	NR			
FOX021	2012	NR			
FOX022	2012	NR			
FOX023	2012	NR			
FOX024	2012	NR			
FOX025	2012	NR			
FOX026	2012	NR			
FOX027	2012	NR			
FOX028	2012	NR			
FOX029	2012	NR			
FOX031	2012	NR			
FOX032	2012	NR			
FOX034	2012	NR			
FOX036	2012	NR			
FOX037	2012	NR			
FOX038	2012	NR			
FOX040	2012	NR			
FOX041	2012	NR			
FOX042	2012	NR			
FOX043	2012	NR			
FOX044	2012	N	Red fox	2012_RF01	Adult female = cross morph, male = cross morph; same as in 2011
FOX045	2012	R	Red fox	2012_RF01	
FOX046	2012	NR			
FOX047	2012	NR			
FOX101	2012	NR			
FOX102	2012	NR			
FOX104	2012	N	Arctic fox	2012_AF01	
FOX105	2012	NR			
FOX106	2012	N	Arctic fox	2012_AF02	
FOX107	2012	N	Arctic fox	2012_AF03	
FOX108	2012	NR			
FOX109	2012	NR			
FOX110	2012	NR			
FOX111	2012	NR			
FOX112	2012	NR			
FOX113	2012	NR			
FOX114	2012	NR			
FOX115	2012	NR			
FOX116	2012	NR			
FOX117	2012	NR			
FOX121	2012	NR			
FOX122	2012	NR			
FOX123	2012	NR			
FOX124	2012	NR			
FOX125	2012	NR			
FOX126	2012	NR			
FOX127	2012	NR			
FOX128	2012	N	Arctic fox	2012_AF04	
FOX131	2012	NR			
FOX132	2012	NR			
FOX133	2012	NR			
FOX134	2012	NR			
FOX135	2012	NR			
FOX137	2012	NR			
FOX139	2012	NR			
FOX140	2012	NR			
FOX141	2012	NR			
FOX142	2012	NR			
FOX143	2012	NR			
FOX144	2012	NR			
FOX145	2012	N	Arctic fox	2012_AF05	
FOX146	2012	NR			
FOX147	2012	NR			
FOX148	2012	NR			
FOX149	2012	NR			
FOX150	2012	NR			
FOX151	2012	N	Arctic fox	2012_AF06	
FOX152	2012	NR			
FOX153	2012	NR			
FOX201	2012	NR			
FOX202	2012	NR			
FOX203	2012	NR			
FOX204	2012	N	Arctic fox	2012_AF07	
FOX205	2012	R	Arctic fox	2012_AF08	
FOX206	2012	NR			
FOX207	2012	N	Arctic fox	2012_AF08	
FOX208	2012	R	Arctic fox	2012_AF08	
FOX305	2012	NR			
FOX307	2012	NR			
FOX309	2012	NR			
FOX317	2012	NR			
FOX319	2012	NR			
FOX322	2012	NR			
FOX323	2012	NR			
FOX324	2012	NR			
FOX325	2012	NR			
FOX334	2012	NR			
FOX335	2012	NR			
FOX336	2012	NR			
FOX001	2013	NR			
FOX002	2013	NR			
FOX003	2013	NR			
FOX004	2013	NR			
FOX005	2013	NR			
FOX006	2013	NR			
FOX007	2013	NR			
FOX008	2013	NR			
FOX009	2013	NR			
FOX010	2013	NR			
FOX014	2013	NR			
FOX015	2013	NR			
FOX016	2013	NR			
FOX018	2013	NR			
FOX019	2013	NR			
FOX020	2013	NR			
FOX021	2013	NR			
FOX022	2013	NR			
FOX023	2013	NR			
FOX024	2013	NR			
FOX025	2013	NR			
FOX026	2013	NR			
FOX027	2013	NR			
FOX028	2013	NR			
FOX029	2013	NR			
FOX031	2013	NR			
FOX032	2013	NR			
FOX034	2013	NR			
FOX036	2013	NR			
FOX037	2013	NR			
FOX038	2013	NR			
FOX040	2013	NR			
FOX041	2013	NR			
FOX042	2013	NR			
FOX043	2013	NR			
FOX044	2013	NR			
FOX045	2013	NR			
FOX046	2013	NR			
FOX047	2013	NR			
FOX101	2013	NR			
FOX102	2013	NR			
FOX104	2013	NR			
FOX105	2013	NR			
FOX106	2013	N	Arctic fox	2013_AF01	
FOX107	2013	N	Arctic fox	2013_AF02	All cubs (4) predated by ravens shortly after emergence
FOX108	2013	NR			
FOX109	2013	NR			
FOX110	2013	NR			
FOX111	2013	NR			
FOX112	2013	NR			
FOX113	2013	NR			
FOX114	2013	NR			
FOX115	2013	NR			
FOX116	2013	NR			
FOX117	2013	NR			
FOX121	2013	NR			
FOX122	2013	NR			
FOX123	2013	NR			
FOX124	2013	NR			
FOX125	2013	NR			
FOX126	2013	NR			
FOX127	2013	NR			
FOX128	2013	N	Arctic fox	2013_AF03	
FOX131	2013	NR			
FOX132	2013	NR			
FOX133	2013	NR			
FOX134	2013	NR			
FOX135	2013	NR			
FOX137	2013	NR			
FOX139	2013	NR			
FOX140	2013	NR			
FOX141	2013	NR			
FOX142	2013	NR			
FOX143	2013	NR			
FOX144	2013	NR			
FOX145	2013	NR			
FOX146	2013	NR			
FOX147	2013	NR			
FOX148	2013	NR			
FOX149	2013	NR			
FOX150	2013	NR			
FOX151	2013	NR			
FOX152	2013	NR			
FOX153	2013	NR			
FOX154	2013	NR			
FOX155	2013	NR			
FOX156	2013	NR			
FOX157	2013	NR			
FOX201	2013	NR			
FOX202	2013	NR			
FOX203	2013	NR			
FOX204	2013	NR			
FOX205	2013	NR			
FOX206	2013	NR			
FOX207	2013	NR			
FOX208	2013	NR			
FOX305	2013	NR			
FOX307	2013	NR			
FOX309	2013	NR			
FOX317	2013	NR			
FOX319	2013	NR			
FOX322	2013	NR			
FOX323	2013	NR			
FOX324	2013	NR			
FOX325	2013	NR			
FOX334	2013	NR			
FOX335	2013	NR			
FOX336	2013	NR			
FOX001	2014	N	Arctic fox	2014_AF01	
FOX002	2014	NR			
FOX003	2014	N	Arctic fox	2014_AF02	
FOX004	2014	NR			
FOX005	2014	NR			
FOX006	2014	NR			
FOX007	2014	NM			
FOX008	2014	NR			
FOX009	2014	N	Arctic fox	2014_AF03	
FOX010	2014	NR			
FOX014	2014	NR			
FOX015	2014	NR			
FOX016	2014	NR			
FOX018	2014	NR			
FOX019	2014	N	Arctic fox	2014_AF04	
FOX020	2014	NR			
FOX021	2014	N	Red fox	2014_RF01	Adult female = cross morph, male = cross morph; same as in 2011 and 2012
FOX022	2014	NR			
FOX023	2014	NR			
FOX024	2014	R	Red fox	2014_RF01	
FOX025	2014	NR			
FOX026	2014	NR			
FOX027	2014	NR			
FOX028	2014	NR			
FOX029	2014	NR			
FOX031	2014	NR			
FOX032	2014	R	Arctic fox	2014_AF02	
FOX034	2014	NR	Arctic fox		
FOX036	2014	NR			
FOX037	2014	NR			
FOX038	2014	NR			
FOX040	2014	C			
FOX041	2014	NR			
FOX042	2014	N	Arctic fox	2014_AF05	
FOX043	2014	NR	Arctic fox		
FOX044	2014	R	Red fox	2014_RF01	
FOX045	2014	NR			
FOX046	2014	C			
FOX047	2014	NR			
FOX048	2014	R	Red fox	2014_RF01	
FOX101	2014	R	Arctic fox	2014_AF06	
FOX102	2014	R	Arctic fox	2014_AF07	
FOX104	2014	N	Arctic fox	2014_AF08	
FOX105	2014	R	Arctic fox	2014_AF06	
FOX106	2014	NR			
FOX107	2014	N	Arctic fox	2014_AF06	
FOX108	2014	N	Arctic fox	2014_AF09	
FOX109	2014	NR			
FOX110	2014	R	Arctic fox	2014_AF06	
FOX111	2014	N	Arctic fox	2014_AF10	
FOX112	2014	N	Arctic fox	2014_AF11	
FOX113	2014	R	Arctic fox	2014_AF12	
FOX114	2014	NR			
FOX115	2014	NR			
FOX116	2014	NR			
FOX117	2014	R	Arctic fox	2014_AF13	
FOX121	2014	N	Arctic fox	2014_AF07	
FOX122	2014	N	Arctic fox	2014_AF14	
FOX123	2014	N	Arctic fox	2014_AF15	
FOX124	2014	NR			
FOX125	2014	NR			
FOX126	2014	N	Arctic fox	2014_AF16	
FOX127	2014	NR			
FOX128	2014	N	Arctic fox	2014_AF13	
FOX131	2014	N	Arctic fox	2014_AF17	
FOX132	2014	NR			
FOX133	2014	N	Arctic fox	2014_AF18	
FOX134	2014	N	Arctic fox	2014_AF19	
FOX135	2014	NR			
FOX137	2014	N	Arctic fox	2014_AF20	
FOX139	2014	NR			
FOX140	2014	R	Arctic fox	2014_AF19	
FOX141	2014	R	Arctic fox	2014_AF18	
FOX142	2014	N	Arctic fox	2014_AF21	
FOX143	2014	N	Arctic fox	2014_AF22	
FOX144	2014	NR			
FOX145	2014	NR			
FOX146	2014	N	Arctic fox	2014_AF23	
FOX147	2014	NR			
FOX148	2014	NR			
FOX149	2014	NR			
FOX150	2014	R	Arctic fox	2014_AF05	
FOX151	2014	NR			
FOX152	2014	N	Arctic fox	2014_AF24	
FOX153	2014	NR			
FOX154	2014	NR			
FOX155	2014	R	Arctic fox	2014_AF25	
FOX156	2014	N	Arctic fox	2014_AF26	
FOX157	2014	N	Arctic fox	2014_AF25	
FOX158	2014	N	Arctic fox	2014_AF12	
FOX159	2014	NR			
FOX160	2014	N	Arctic fox	2014_AF27	
FOX201	2014	N	Arctic fox	2014_AF28	
FOX202	2014	NR			
FOX203	2014	N	Arctic fox	2014_AF29	
FOX204	2014	R	Arctic fox	2014_AF29	
FOX205	2014	NR			
FOX206	2014	NR			
FOX207	2014	NR			
FOX208	2014	NR			
FOX305	2014	NR			
FOX307	2014	C			
FOX309	2014	C			
FOX317	2014	NR			
FOX319	2014	NR			
FOX322	2014	NR			
FOX323	2014	NR			
FOX324	2014	NR			
FOX325	2014	NR			
FOX334	2014	NR			
FOX335	2014	NR			
FOX336	2014	NR			
FOX337	2014	NR			
FOX338	2014	NR			
FOX401	2014	NM			
FOX001	2015	NR			
FOX002	2015	NR			
FOX003	2015	NR			
FOX005	2015	NR			
FOX006	2015	R	Arctic fox	2015_AF01	
FOX007	2015	NM			
FOX008	2015	NR			
FOX009	2015	NR			
FOX010	2015	N	Arctic fox	2015_AF02	
FOX014	2015	NR			
FOX015	2015	NR			
FOX016	2015	R	Arctic fox	2015_AF02	
FOX018	2015	NR			
FOX019	2015	NR			
FOX020	2015	N	Arctic fox	2015_AF01	
FOX021	2015	NR			
FOX022	2015	NR			
FOX023	2015	N	Arctic fox	2015_AF03	
FOX024	2015	NR			
FOX025	2015	NR			
FOX026	2015	NR			
FOX027	2015	NR			
FOX028	2015	NR			
FOX029	2015	NR			
FOX031	2015	NR			
FOX032	2015	NR			
FOX034	2015	NR			
FOX036	2015	NR			
FOX037	2015	NR			
FOX038	2015	NR			
FOX041	2015	NR			
FOX042	2015	N	Arctic fox	2015_AF04	
FOX043	2015	NR			
FOX044	2015	NR			
FOX045	2015	NR			
FOX047	2015	NR			
FOX048	2015	NR			
FOX101	2015	NR			
FOX102	2015	N	Arctic fox	2015_AF05	The mother moved the cubs from the den to another (unknown) den at the end of May
FOX104	2015	NR			
FOX105	2015	R	Arctic fox	2015_AF06	
FOX106	2015	N	Arctic fox	2015_AF07	
FOX107	2015	N	Arctic fox	2015_AF06	
FOX108	2015	R	Arctic fox	2015_AF08	
FOX109	2015	NR			
FOX110	2015	C			
FOX111	2015	NR			
FOX112	2015	R	Arctic fox	2015_AF09	
FOX113	2015	NR			
FOX114	2015	NR			
FOX115	2015	N	Arctic fox	2015_AF10	
FOX116	2015	NR			
FOX117	2015	NR			
FOX121	2015	NR			
FOX122	2015	N	Arctic fox	2015_AF11	
FOX123	2015	NR			
FOX124	2015	N	Arctic fox	2015_AF12	
FOX125	2015	NR			
FOX126	2015	R	Arctic fox	2015_AF13	
FOX127	2015	NR			
FOX128	2015	N	Arctic fox	2015_AF09	
FOX131	2015	N	Arctic fox	2015_AF13	
FOX132	2015	NR			
FOX133	2015	N	Arctic fox	2015_AF14	
FOX134	2015	N	Arctic fox	2015_AF15	
FOX135	2015	NR			
FOX137	2015	N	Arctic fox	2015_AF16	2015_AF16: Litter moved to unknown den in June. In mid-July, the den was used as a rearing den for litter 2015_AF21 (from FOX157).
FOX139	2015	NR			
FOX140	2015	R	Arctic fox	2015_AF15	
FOX141	2015	NR			
FOX142	2015	N	Arctic fox	2015_AF17	
FOX143	2015	N	Arctic fox	2015_AF18	
FOX144	2015	NR			
FOX145	2015	N	Arctic fox	2015_AF08	
FOX146	2015	NR			
FOX147	2015	N	Arctic fox	2015_AF19	
FOX148	2015	NR			
FOX149	2015	R	Arctic fox	2015_AF12	
FOX150	2015	R	Arctic fox	2015_AF06	
FOX151	2015	NR			
FOX152	2015	N	Arctic fox	2015_AF20	
FOX153	2015	R	Arctic fox	2015_AF07	Litter split between FOX106 and FOX153
FOX154	2015	NR			
FOX155	2015	R	Arctic fox	2015_AF21	
FOX156	2015	N	Arctic fox	2015_AF22	
FOX157	2015	N	Arctic fox	2015_AF21	
FOX158	2015	NR			
FOX159	2015	NR			
FOX160	2015	NR			
FOX201	2015	N	Arctic fox	2015_AF23	
FOX202	2015	NR			
FOX203	2015	R	Arctic fox	2015_AF24	
FOX204	2015	N	Arctic fox	2015_AF24	
FOX205	2015	N	Arctic fox	2015_AF25	
FOX206	2015	NR			
FOX207	2015	N	Arctic fox	2015_AF26	
FOX208	2015	NR			
FOX209	2015	N	Arctic fox	2015_AF27	
FOX305	2015	R	Arctic fox	2015_AF28	
FOX317	2015	NR			
FOX319	2015	NR			
FOX322	2015	N	Arctic fox	2015_AF28	
FOX323	2015	NR			
FOX324	2015	N	Arctic fox	2015_AF29	
FOX325	2015	N	Arctic fox	2015_AF30	
FOX334	2015	NR			
FOX335	2015	NR			
FOX336	2015	R	Arctic fox	2015_AF28	
FOX337	2015	NR			
FOX338	2015	NR			
FOX339	2015	N	Arctic fox	2015_AF31	
FOX401	2015	NR			
FOX001	2016	R	Arctic Fox	2016_AF01	
FOX002	2016	NR			
FOX003	2016	N	Arctic Fox	2016_AF02	
FOX004	2016	R	Arctic Fox	2016_AF01	
FOX005	2016	NR			
FOX006	2016	NR			
FOX007	2016	NM			
FOX008	2016	NR			
FOX009	2016	N	Arctic Fox	2016_AF03	
FOX010	2016	N	Arctic Fox	2016_AF04	
FOX014	2016	R	Arctic Fox	2016_AF03	
FOX015	2016	NR			
FOX016	2016	N	Arctic Fox	2016_AF01	
FOX018	2016	N	Arctic Fox	2016_AF05	
FOX019	2016	NR			
FOX020	2016	N	Arctic Fox	2016_AF06	
FOX021	2016	NR			
FOX022	2016	NR			
FOX023	2016	R	Arctic Fox	2016_AF03	
FOX024	2016	NR			
FOX025	2016	NR			
FOX026	2016	NR			
FOX027	2016	R	Arctic Fox	2016_AF07	Natal den may be FOX038
FOX028	2016	NR			
FOX029	2016	NR			
FOX031	2016	NR			
FOX032	2016	NR			
FOX034	2016	NR			
FOX036	2016	NR			
FOX037	2016	NR			
FOX038	2016	NR			
FOX041	2016	NR			
FOX042	2016	N	Arctic Fox	2016_AF08	
FOX043	2016	NR			
FOX044	2016	NR			
FOX045	2016	NR			
FOX047	2016	NR			
FOX048	2016	NR			
FOX049	2016	NR			
FOX101	2016	R	Arctic Fox	2016_AF09	
FOX102	2016	N	Arctic Fox	2016_AF10	
FOX104	2016	N	Arctic Fox	2016_AF11	
FOX105	2016	N	Arctic Fox	2016_AF12	Male died during summer
FOX106	2016	N	Arctic Fox	2016_AF13	
FOX107	2016	R	Arctic Fox	2016_AF12	
FOX108	2016	N	Arctic Fox	2016_AF14	
FOX109	2016	NR			
FOX111	2016	N	Arctic Fox	2016_AF15	
FOX112	2016	R	Arctic Fox	2016_AF16	Litter split between FOX112 and FOX128
FOX113	2016	N	Arctic Fox	2016_AF17	
FOX114	2016	NR			
FOX115	2016	N	Arctic Fox	2016_AF18	
FOX116	2016	NR			
FOX117	2016	N	Arctic Fox	2016_AF09	
FOX121	2016	NR			
FOX122	2016	NR			
FOX123	2016	NR			
FOX124	2016	NR			
FOX125	2016	NR			
FOX126	2016	N	Arctic Fox	2016_AF19	
FOX127	2016	NR			
FOX128	2016	N	Arctic Fox	2016_AF16	
FOX131	2016	R	Arctic Fox	2016_AF19	
FOX132	2016	NR			
FOX133	2016	R	Arctic Fox	2016_AF18	
FOX134	2016	N	Arctic Fox	2016_AF20	
FOX135	2016	N	Arctic Fox	2016_AF21	
FOX137	2016	N	Arctic Fox	2016_AF22	
FOX139	2016	NR			
FOX140	2016	R	Arctic Fox	2016_AF20	
FOX141	2016	R	Arctic Fox	2016_AF18	
FOX142	2016	N	Arctic Fox	2016_AF23	
FOX143	2016	N	Arctic Fox	2016_AF24	
FOX144	2016	NR			
FOX145	2016	NR			
FOX146	2016	R	Arctic Fox	2016_AF09	
FOX147	2016	NR			
FOX148	2016	NR			
FOX149	2016	NR			
FOX150	2016	R	Arctic Fox	2016_AF25	Unknown natal den
FOX151	2016	NR			
FOX152	2016	N	Arctic Fox	2016_AF26	
FOX153	2016	R	Arctic Fox	2016_AF13	
FOX154	2016	NR			
FOX155	2016	N	Arctic Fox	2016_AF27	Litter from FOX157 (brought by the the tagged female) seemed to have been mixed with litter of FOX155; cubs have a different size and coloration (same male, with tagged female on FOX157 and one untagged female on FOX155)
FOX156	2016	N	Arctic Fox	2016_AF28	
FOX157	2016	N	Arctic Fox	2016_AF29	Litter use FOX157 for rearing too (after a move to FOX155)
FOX158	2016	NR			
FOX159	2016	R	Arctic Fox	2016_AF24	
FOX160	2016	NR			
FOX161	2016	NR			
FOX201	2016	N	Arctic Fox	2016_AF30	
FOX202	2016	NR			
FOX203	2016	R	Arctic Fox	2016_AF31	Unknown natal den
FOX204	2016	R	Arctic Fox	2016_AF31	Unknown natal den
FOX205	2016	R	Arctic Fox	2016_AF31	Unknown natal den
FOX206	2016	NR			
FOX207	2016	R	Arctic Fox	2016_AF32	Unknown natal den
FOX208	2016	NR			
FOX209	2016	N	Arctic Fox	2016_AF33	
FOX305	2016	NR			
FOX317	2016	NR			
FOX319	2016	NR			
FOX322	2016	N	Arctic Fox	2016_AF34	
FOX323	2016	R	Arctic Fox	2016_AF34	May be a natal den but most probably the rearing den of FOX322
FOX324	2016	N	Arctic Fox	2016_AF35	
FOX325	2016	NR			
FOX334	2016	NR			
FOX335	2016	NR			
FOX336	2016	NR			
FOX337	2016	NR			
FOX338	2016	NR			
FOX339	2016	N	Arctic Fox	2016_AF36	
FOX401	2016	NR			
FOX001	2017	NR			
FOX002	2017	NR			
FOX003	2017	NR			
FOX004	2017	NR			
FOX005	2017	NR			
FOX006	2017	NR			
FOX007	2017	NR			
FOX008	2017	NR			
FOX009	2017	NR			
FOX010	2017	NR			
FOX014	2017	NR			
FOX015	2017	NR			
FOX016	2017	NR			
FOX018	2017	NR			
FOX019	2017	NR			
FOX020	2017	NR			
FOX021	2017	NR			
FOX022	2017	NR			
FOX023	2017	NR			
FOX024	2017	NR			
FOX025	2017	NR			
FOX026	2017	NR			
FOX027	2017	NR			
FOX028	2017	NR			
FOX029	2017	NR			
FOX031	2017	NR			
FOX032	2017	NR			
FOX034	2017	NR			
FOX036	2017	NR			
FOX037	2017	NR			
FOX038	2017	NR			
FOX041	2017	NR			
FOX042	2017	NR			
FOX043	2017	NR			
FOX044	2017	NR			
FOX045	2017	NR			
FOX047	2017	NR			
FOX048	2017	NR			
FOX049	2017	NR			
FOX101	2017	NR			
FOX102	2017	NR			
FOX104	2017	NR			
FOX105	2017	NR			
FOX106	2017	NR			
FOX107	2017	N	Arctic fox	2017_AF01	
FOX108	2017	NR			
FOX109	2017	NR			
FOX111	2017	NR			
FOX112	2017	R	Arctic fox	2017_AF02	
FOX113	2017	NR			
FOX114	2017	NR			
FOX115	2017	NR			
FOX116	2017	NR			
FOX117	2017	NR			
FOX121	2017	NR			
FOX122	2017	N	Arctic fox	2017_AF03	Litter was moved to FOX148 in early July and moved back to FOX122 at the end of July; in early August, the litter seemed to have moved again (back to FOX148 ?) 
FOX123	2017	NR			
FOX124	2017	NR			
FOX125	2017	NR			
FOX126	2017	NR			
FOX127	2017	NR			
FOX128	2017	N	Arctic fox	2017_AF02	
FOX131	2017	NR			
FOX132	2017	NR			
FOX133	2017	NR			
FOX134	2017	NR			
FOX135	2017	NR			
FOX137	2017	NR			
FOX139	2017	NR			
FOX140	2017	NR			
FOX141	2017	NR			
FOX142	2017	NR			
FOX143	2017	N	Arctic fox	2017_AF04	
FOX144	2017	NR			
FOX145	2017	NR			
FOX146	2017	NR			
FOX147	2017	NR			
FOX148	2017	R	Arctic fox	2017_AF03	
FOX149	2017	NR			
FOX150	2017	NR			
FOX151	2017	NR			
FOX152	2017	NR			
FOX153	2017	NR			
FOX154	2017	NR			
FOX155	2017	NR			
FOX156	2017	NR			
FOX157	2017	NR			
FOX158	2017	NR			
FOX159	2017	NR			
FOX160	2017	NR			
FOX161	2017	NR			
FOX201	2017	N	Arctic fox	2017_AF05	
FOX202	2017	NR			
FOX203	2017	NR			
FOX204	2017	NR			
FOX205	2017	NR			
FOX206	2017	NR			
FOX207	2017	NR			
FOX208	2017	NR			
FOX209	2017	R	Arctic fox	2017_AF05	Litter split between FOX201 and FOX209
FOX305	2017	NR			
FOX317	2017	NR			
FOX319	2017	NR			
FOX322	2017	NR			
FOX323	2017	NR			
FOX324	2017	NR			
FOX325	2017	NR			
FOX334	2017	NR			
FOX335	2017	NR			
FOX336	2017	NR			
FOX337	2017	NR			
FOX338	2017	NR			
FOX339	2017	NR			
FOX401	2017	NM			
FOX001	2018	NR			
FOX002	2018	NR			
FOX003	2018	NR			
FOX004	2018	NR			
FOX005	2018	NR			
FOX006	2018	NR			
FOX007	2018	NR			
FOX008	2018	NR			
FOX009	2018	NR			
FOX010	2018	NR			
FOX014	2018	NR			
FOX015	2018	NR			
FOX016	2018	NR			
FOX018	2018	NR			
FOX019	2018	NR			
FOX020	2018	NR			
FOX021	2018	NR			
FOX022	2018	NR			
FOX023	2018	NR			
FOX024	2018	NR			
FOX025	2018	NR			
FOX026	2018	NR			
FOX027	2018	NR			
FOX028	2018	NR			
FOX029	2018	NR			
FOX031	2018	NR			
FOX032	2018	NR			
FOX034	2018	NR			
FOX036	2018	NR			
FOX037	2018	NR			
FOX038	2018	NR			
FOX041	2018	NR			
FOX042	2018	NR			
FOX043	2018	NR			
FOX044	2018	NR			
FOX045	2018	NR			
FOX047	2018	NR			
FOX048	2018	NR			
FOX049	2018	NR			
FOX101	2018	NR			
FOX102	2018	NR			
FOX104	2018	NR			
FOX105	2018	R	Arctic Fox	2018_AF01	
FOX106	2018	N	Arctic Fox	2018_AF02	
FOX107	2018	N	Arctic Fox	2018_AF01	Natal AND rearing den. Litter split between FOX107 and FOX105.
FOX108	2018	NR			
FOX109	2018	NR			
FOX111	2018	N	Arctic Fox	2018_AF03	
FOX112	2018	NR			
FOX113	2018	N	Arctic Fox	2018_AF04	
FOX114	2018	NR			
FOX115	2018	NR			
FOX116	2018	NR			
FOX117	2018	NR			
FOX121	2018	NR			
FOX122	2018	NR			
FOX123	2018	NR			
FOX124	2018	NR			
FOX125	2018	NR			
FOX126	2018	NR			
FOX127	2018	NR			
FOX128	2018	N	Arctic Fox	2018_AF05	
